timestamp,text,platform
1900-05-17 00:32:40,"its nearly 330 in the am, i've barely slept &amp; so i'm loopy, &amp; i'm getting ready 2 drive my bff 2 the airport so she can leave me 4 3 wks ",twitter
1900-05-17 08:42:52,@Yael_80 awww why thank you! ,twitter
1900-05-17 10:51:04,Found a potential apartment for my friend for only $200/mo. for 1BR/1BA effiency apt.  Yay! Hopefully will work out.,twitter
1900-05-17 11:08:26,@lizmoney did you read &quot;The Slaves of New York&quot;? ,twitter
1900-05-17 11:24:46,@trent_reznor Hope you are having a FAB birthday w/the future Mrs. Reznor  All the best to you!!,twitter
1900-05-18 02:09:27,; It's 10 hours and 45 mins encounting ,twitter
1900-05-18 04:28:36,@timclemente - Congratulations on the graduation! One down and a few more to go ,twitter
1900-05-22 00:36:09,@oconel Me too - she usually is early and I think her computer was on when I got here but now it looks like it's locked or she's left ,twitter
1900-05-22 05:29:46,Last day in Finland..Time to sat goodbye  ,twitter
1900-05-22 08:32:40,I can't believe the school year is over all ready. I'M not ready for my child to be in 8th grade next year nor high school the year after ,twitter
1900-05-28 21:22:11,@DavidArchie glad you had a fun time tonight. I was at an outdoor concert in the rain tonight..it was fun! haha G'night ,twitter
1900-05-28 22:24:58,Waitinnnq forr thee bestiee touue follow mee onn twitter . . shee prollie dont knoo howw too workk thee shieet lol ,twitter
1900-05-29 02:28:27,@martinhavlat Awesome! good for you  Hope you have a wonderful rest of your career in Chicago!,twitter
1900-05-29 09:34:32,watching the JB live chat from last night &amp; sonny with a chance  !,twitter
1900-05-29 10:36:54,yesterday was a fun day   i love my work.,twitter
1900-05-29 11:51:32,"last day in pcb, gotta make it count!!! ",twitter
1900-05-29 13:25:11,21 days away from being evicted ,twitter
1900-05-29 14:34:42,who knew there was a yogurtland now open in diamond bar?!? haha it's delicious as normal!! ,twitter
1900-05-29 19:06:09,@BlokesLib Hey... Three more days &amp; my Tim Tams will be here! I'll get to see what you and Cate &amp; everyone are so addicted to ,twitter
1900-05-29 19:22:24,@anneandsam (: I love you!  &lt;3333333!,twitter
1900-05-29 20:42:41,Lying in bed with a fractured foot. Ouchhhhhhhh. Have to be with cruches for a month no! ,twitter
1900-05-29 22:26:07,scary stuff by the resort.....its never good when the hospitals helicopter lands on the road out front ,twitter
1900-05-30 01:19:24,@leander80 Good morning young sir ! Got a good day planned? ,twitter
1900-05-30 06:32:40,they also want an interveiw too all bein recorded n will be on TV dnt knw da chenl yet tho lol. basically its smthing like T4 ,twitter
1900-05-30 08:26:59,Going To bens.  Love you BABY,twitter
1900-05-30 10:25:34,@BaLLofHotStylz sup lookin boi ,twitter
1900-05-30 18:22:02,going wherever the wind takes me ,twitter
1900-05-30 19:08:52,@tommcfly Flamengo's beach...  at night is beautiful..,twitter
1900-05-30 21:13:20,Sorry seats but fuck it I had a blast and I'm feeling good  http://yfrog.com/583dzj,twitter
1900-05-31 00:10:08,@ShannonMorgan Hunter S. Thompson was the man. Why do all the greats kill themselves? Makes you wonder? Sure does me. ,twitter
1900-05-31 00:58:13,I love the ringing in my ears...twas a good night ,twitter
1900-05-31 01:13:26,SO glad Subo  didn't win BGT! Am very sunburnt after spending too long on the beach yesterday-ouch! ,twitter
1900-05-31 01:50:35,i need an adventure ,twitter
1900-05-31 05:37:19,is gonna go home and crash. stayed up all night. and has work in 10 hours ,twitter
1900-05-31 09:13:30,the weather is so nice  !,twitter
1900-05-31 10:17:29,@bebiv Yes do! The brighter the better!  Gotta gooo and sort my face out! Hope you enjoy your evening ,twitter
1900-05-31 15:36:23,gosh i am sooo hungry  work..MAAAAA!!  wings&amp;things sounds HELLLA goood. fuckin work!,twitter
1900-05-31 17:28:06,P.S Amsterdam hasn't change much since my last time hear exactly 2 years ago at Domainfest ,twitter
1900-05-31 18:43:46,I am burnt and look like a lobster. OUCH! ,twitter
1900-06-01 03:13:07,my fear is to be lonely like square root of 3...  hahaha LOVE KUMAR,twitter
1900-06-01 13:19:53,"@tccrt3r haha, i just came home from school and softball tryout. It was fun ",twitter
1900-06-01 14:23:45,Is NOT looking forward to going straight from school to work ,twitter
1900-06-01 17:22:04,@KekonaGirl  Thanks!  Are you prepared? ,twitter
1900-06-01 19:22:43,@AndieLiz15 means the person that sent ya the DM deleted it ,twitter
1900-06-01 23:50:33,Had a terrible headache tonight. ,twitter
1900-06-02 01:16:30,"@tricia_anne30 err, I can't ee. I'm using the touch and copy-paste doesn't exist. XD haha. But I do know the title of the episode. ",twitter
1900-06-02 06:32:45,"@HildeM_EN Then again, I'm also jealous of you, for getting to meet Fishy...GAH! sounds like u had a lovely time  lots of love from me",twitter
1900-06-02 06:50:24,"In all the E3 madness, I forgot about Conan!  LAST CHANCE for Nintendo today (Noon ET) and can Sony steal the show from Microsoft (2 ET)?",twitter
1900-06-02 13:08:51,@Anoopdoggdesai You mean you will be in DC three weekends after I visited there?! My heart is breaking right now lol ,twitter
1900-06-02 15:01:28,watchi fast and furious 2  lovveee it !!,twitter
1900-06-02 15:58:35,"#goodsex IS WHAT MAJOR PAYNE SAID, &quot;like putting 2 Qtips in my ears and twistin' em' around real fast&quot;!!! ",twitter
1900-06-02 23:47:42,"i'm out of shampoo at home so imma bathe in this fancy marble hotel tub. champagne, bloo bathsalts + tons of blood. gross, i know ",twitter
1900-06-03 00:14:21,I can't take it  http://bit.ly/5jI38,twitter
1900-06-03 02:04:38,@eeleenlin your mom sure is surprising. Do load on on vit c before u leave ,twitter
1900-06-03 03:29:52,I don't like how the only signs of summer are longer time of the sun being up. ,twitter
1900-06-03 09:37:29,FREE rootbeer float tonight          8pm-close @ Sonic!  yummmy ,twitter
1900-06-04 11:16:23,"Wet, wet, and continuing wet...    The Forecast for our show tomorrow is also, wet... more rain.  NOT encouraging.",twitter
1900-06-05 09:47:48,@Dannymcfly danny! please say happy b-day to me! ps: you're gay but i love you ,twitter
1900-06-05 14:14:37,"@WholeFoods Twitter won't let me DM  so Ill just put it here, jenniferATfoodallergybuzz.com Thanks so much for your help",twitter
1900-06-05 18:13:36,@JessieKaitlin Totally agree!!!! ,twitter
1900-06-06 02:44:28,@ashleytisdale You should come play in New Zealand.. ,twitter
1900-06-06 02:47:46,@chimaella thats sooo cute  it did make me smile!  ,twitter
1900-06-06 04:24:24,Call me obsessed but I really want a UNC sweatshirt. ,twitter
1900-06-06 05:52:31,Just in newry...me and cat are going to buy a tent! Summer 2008 people! Its raining now though. ,twitter
1900-06-06 08:08:18,@mommytoaaj Thank you for the Congrats &amp; this...it was a really special night ,twitter
1900-06-06 12:01:33,"last volleyball game  hangin out, have to babysit tonight",twitter
1900-06-07 02:42:13,Watch the basketball game kanina maga vs. Dasma  with @monicagatmaitan. Dasma won! ) o and we saw Renzo  )))),twitter
1900-06-07 02:54:04,Dope night. But way more excited for wats to come ,twitter
1900-06-07 11:08:06,"contd = Wilson could also endlessly mock House for his beard, god I can't wait till the season 6 premiere of House ",twitter
1900-06-07 13:00:31,@hankatplayer Bert sucks for only having one show ,twitter
1900-06-07 14:57:34,"suprised that yasmina was hired and kate was fired, ben clarke is still the bestttttttttt ",twitter
1900-06-07 16:46:18,Your lucky you like over there.  GUESS WAT! DREW SENT ME A DIRECT MESSAGE!!!!,twitter
1900-06-07 20:32:50,@chips99 omg I WAS NOT expecting the ending!! I'm so sad now. ,twitter
1900-06-07 20:51:53,TSMB keep me updated!!! ,twitter
1900-06-15 01:41:04,really hot in IT oh! ,twitter
1900-06-15 01:53:17,"@greggrunberg Btw, I finally understand what Yowza!! is ! Well... better late than never I guess. ",twitter
1900-06-15 02:19:34,HOLY CABBAGE. I haven't been on my flippin' twitter in fuh-everr mann! ,twitter
1900-06-15 05:14:28,"Today was tiiiight.  A little tiring, but just good, clean fun.",twitter
1900-06-15 07:01:36,@SerinCMB Actually no ;) So I'm happy you guys like the idea! ,twitter
1900-06-15 07:35:57,@geminiriver I hope so too.  I'll let you know.,twitter
1900-06-15 08:18:31,"@archuphils Hey!Where did you order Teenage Magazine?Thanks,and thank you for all the amazing updates about David ",twitter
1900-06-15 13:33:45, going home to see my baby   [dont be ashamed of your faith],twitter
1900-06-15 15:28:28,thanks babe :/ my head hurts alot ,twitter
1900-06-15 16:24:58,is at the BEACH ,twitter
1900-06-15 18:05:34,@prophetlady i'm not a christian but i read about persecution alot so i recieve them alotsince march ,twitter
1900-06-15 18:35:13,mm not sure what to do about the heart ache.. ,twitter
1900-06-15 20:49:11,"@troytaylor86  D*mn, I C Y ppl say the anticipation of knowin is worse then finally knowin!  lol ",twitter
1900-06-15 20:59:21,IF YOU'RE HAPPY AND YOU KNOW IT CLAP YOUR HANDS  ((CLAP CLAP))   ,twitter
1900-06-15 21:01:01,"Wow, who needs to go to a store anymore when I can get MAC's eyeshadow pans &amp; palettes online? Ohh the laze and ease  Spectacular!",twitter
1900-06-15 21:27:13,"@wsvn yes, on Saturday and Sunday - I get cable but I was testing on a box and old tv that got analog channel 7 wsvn b4 ",twitter
1900-06-16 05:12:33,"@darealya I hate you for that  I wanna head to that same beach, at this very moment! But.. Only hard work remains for me.",twitter
1900-06-16 06:44:30,wants a hug  lol.,twitter
1900-06-16 07:56:03,"@stolee That's what I'm doing.  I added a &quot;-via&quot; filter, too, but I assume that will make me miss a few things attributed to sources.",twitter
1900-06-16 11:43:37,i cant quit sneezing ,twitter
1900-06-16 17:41:46,"On palliatives for an unknown heal, ankle and calf ache! ",twitter
1900-06-16 20:18:33,I hate to hear bad news �?� I hate to see people sad..  i'm going to drive my self crazy...,twitter
1900-06-17 02:13:46,high pitch whine of my cpu all day - really should get a new one. Teaches me for overclocking it when I first got the system ,twitter
1900-06-17 02:21:33,@pwbbounce uh oh  but is that not good? its not got a hidden meaning or anything that i dont know about has it?,twitter
1900-06-17 09:53:08,I need to go shoe shopping ,twitter
1900-06-17 11:12:56,"Uuugh, I'm all sad now.  I really don't want to move. ",twitter
1900-06-17 19:01:20,@bananawong yea it's kinda like your disconnected from the outside world!  *fingers crossed!*,twitter
1900-06-18 07:49:07,@simonporter007 Yeah CPW told me the same on Sunday. Don't know which network will be getting it tho! ,twitter
1900-06-18 13:19:29,"Went to the dentist for a cleaning, left with a root canal ",twitter
1900-06-18 21:19:21,@rurouni_jedi I'm right here! where are you?? ,twitter
1900-06-19 00:33:32,Morning! Lovely day...and yet I'm in work again today ,twitter
1900-06-19 00:49:19,Just finished The Curious Case of Benjamin Button. I don't want to work tomorrow ,twitter
1900-06-19 01:17:41,On my way to work I saw a squirrel party. Three of them just in front of a building. Sooo cute. And photography is forbidden here ,twitter
1900-06-19 07:40:51,@benfong_torres youre a liar makin me think u were still in la ,twitter
1900-06-19 20:45:49,I lost by 38 seconds cause i have to be a freak and put tomato on my sandwich.  oh and this is the worst... http://tumblr.com/x5i23i4bj,twitter
1900-06-20 04:17:07,http://bit.ly/ZeoCF Generations on Everest: No Vending machines in my office  http://bit.ly/yPhUr,twitter
1900-06-20 09:15:51,@donniewahlberg couldn't find u in Mohegan  it was a great show though. I will save my Twugs 4 u for another time. Have a great day xoxox,twitter
1900-06-20 12:34:21,last in series of the big bang theory  love it,twitter
1900-06-20 17:01:17,A night off work - Compliments of a sprained back. ,twitter
1900-06-21 02:42:04,The cupboards are bare ,twitter
1900-06-21 03:40:25,Wish you all a nice sunday!!!! But there´s no sparkle weather today ,twitter
1900-06-21 08:34:43,seding cite &quot;becha usang&quot; ,twitter
1900-06-25 03:25:09,Don't wanna work sunday  but need the money,twitter
1900-06-25 04:01:07,Going to get up and have a shower. Leg sore today pain ,twitter
1900-06-25 07:21:10,@caroclark wow you are up early today...making up for yesterday? ha Love you&amp; have a great day...Daddy has to play golf today in Houston ,twitter
1900-06-25 08:48:03,"Dear Makiri, you're not going to be double-bagelled, are you? You're still pretty but ugh that is not good.  #Wimbledon",twitter
2006-07-08 00:00:00,"I happen to love this tea, but it's a very heavy spice flavor and if I drink too much, I do get a lot of heart burn!  If you are one that lives on tums, this might not be for you!  Even the smell of the tea as it's brewing will scent your home, it's that strong!  Yum!",amazon
2006-08-15 00:00:00,"This is, quite simply, the best hot cocoa I've ever tasted.  Being a self-admitted chocoholic, I've tasted a LOT of hot cocoa.  I even prefer Nestle's Double Chocolate Meltdown to pricier choices like Godiva or Ghirardelli.  This cocoa is smoother and more chocolaty than anything else I've found out there.  I highly recommend it.",amazon
2007-01-24 00:00:00,"if you like slim jims, these have just a hint of nacho cheese flavor. personally, i find them quite delicious. giants are about 14"" long, so this 24 box should last me a least a couple of weeks.",amazon
2007-07-16 00:00:00,"Very good ginger for the low cost.  The crystalized ginger I received was sweet, spicy, and had excellent fresher-than-usual flavor.  Pleasantly surprised.  Highly recommend this product and this excellent store (Mother Nature).",amazon
2007-12-10 00:00:00,"These cookies are very sweet but still tasty.  If you are looking for a treat that is low in calories and fat - choose to have a few of these biscuits.  I also recommend the Quadratinni Line.  It is more light.  As a chef, I am wary of any bakery products pre packaged.  However, it is one of the very few processed products that I do eat.  It does not use artifical ingredients and hydrogentated oils.  A Must for anyone who is somewhat health conscious. Enjoy!",amazon
2008-03-02 00:00:00,"I love everything Cadbury, and these are no exception. I've found that they sell them (and everything else Cadbury) in the US in a store called World Market and I will never buy any other American candy again!",amazon
2008-03-10 00:00:00,This cookie is too hard to bite into and the center is like eating crispy sugar.  I did not care for these at all and now I have a whole case of them.  Guess they will end up as a pie crust or something.,amazon
2008-08-13 00:00:00,"Love this tea,  Our neighbor introduced us to it a month ago.  And we fell in love with it.  Now this tea is packaged in plastic in portion sizes, so you have to use a filter or strainer over your vessel.  But this is a commercial product and I'm using it at home.  it makes approx. 2 gals but we brew in a 1 gal container. So after brewing, before serving we cut the tea by 100% or we would be climbing the walls.... but that's fine.....  we love the stuff.  No after taste, and very clean taste.  And buying in bulk size like this we're saving money on a very fine product.......",amazon
2008-08-24 00:00:00,This is the third or fourth time we've hit up an Amazon Grocery sale to get these cheap.  Not too many are broken and the price is good!,amazon
2008-11-22 00:00:00,These doggie treats are very good (Just ask my dog!) and quite a bit cheaper than purchasing them locally. Same product I had  been purchasing at the local pet store but at quite a savings.,amazon
2008-12-08 00:00:00,I first tried this tea in a infusser sampler set. It was my favorite out of the set and have drank it daily. I will definately buy again.,amazon
2009-01-19 00:00:00,We really enjoy this rice and purchase it whenever and wherever we can find it. It's worth the effort for the nice nutty flavor is an enjoyable change from our normal basmati.,amazon
2009-09-24 00:00:00,"I bought the Blue Icicle because I had to quickly record some trumpet lines and I didn't have an interface. Well, actually, I did pick up an open box unit that didn't work because they couldn't provide me with the external power supply, so I took it back and got the Icicle as a quick fix that would get me where I needed to go in a timely manner.<br /><br />Hardware: iMac, dual core 2.0 GHz processor and 4 GB or RAM. OS 10.5.8.<br />Software: Garage Band.<br />Mic: Shure SM57.<br /><br />Pros. For recording trumpet with an SM57 it was perfect. Clear sound, low noise, LOTS of signal. With the gain a little over half way on the Icicle and about 58% in Garage Band I got hot horn lines with gain to spare.  Any hotter and they would have started clipping, so it definitely gave enough signal to get the job done.<br /><br />Cons. The gain knob has no dial or indicators for how far you have turned it - it has to be done by feel making it almost impossible to duplicate your settings exactly. This could be improved with a knob with an arrow and a marked dial so you can see where it's set. It also feels a bit cheap - it's lightweight and feels almost fragile. Treated with care it's fine, but I doubt it would take much abuse before it would break and I have been ultra careful with it because it feels so lightweight and cheap.  I also used it as recommended in the accompanying literature and didn't plug it directly into the back of the mic - I used it with a mic cable.<br /><br />For what I needed it was perfect - simple plug and play that got good sound into my computer, and it worked well in a pinch.  I just wish it was a little higher quality in terms of construction.  A bit heavier and a better dial for the analog gain, and I would have rated it a full 5 stars but as it is, I can at best give it 4.",amazon
2009-11-11 00:00:00,"This is a bit strong, I have had other brands that are more pleasing to the taste",amazon
2009-11-21 00:00:00,peppered beef steak tastes better than other flavors offered by Jack Links......i actually have only tried the kc bar-b-q. but the other reviews say this flavor tastes the best.,amazon
2009-12-01 00:00:00,This is a really good tea.  I am drinking it during my pregnancy to tone the uterus.  Very good taste!,amazon
2009-12-14 00:00:00,I loved nestles diet (low cal) hot chocolate with marshmellows. It was only 30 or 35 calories. Have they stopped making it??? Can not find it anywhere. It was the best!,amazon
2010-03-10 00:00:00,"We put 1 pack at a time in the food processor and chop very fine, add some peanut butter and you have a nice healthy, tastee spread. Freezes well.",amazon
2010-04-26 00:00:00,"Well, the title says it all. I grew up eating this kind of tuna and since I've been in the US (2003) I've had to bring it from home.  The tuna found in grocery stores here in the US tastes very different; it almost has no taste. My wife (an American) could not understand why I insisted on home tuna until she had it. Now, there is no going back for her either. The flavor is rich and the meat is not just shreds. Enjoy...",amazon
2010-04-27 00:00:00,"This coconut juice is so good! And it's about 150 calories per drink. When you taste it, there's a subtle sweetness and makes that 150 calories taste delicious! I am using this to replace my need for sports drinks and Izze for my need to replace Redbull.",amazon
2010-05-03 00:00:00,"Special diets like Gluten free whose people are always looking for something tasty, this will fit that bill.",amazon
2010-06-05 00:00:00,"Cats need REAL protein to be healthy. Purina One lists meat as its THIRD ingredient. INSTEAD, try PURINA PRO PLAN. Purina Pro Plan's first ingredient is ALWAYS real meat, not corn, not brewer's yeast or meat BY PRODUCTS.  It is the ONLY pet food on the market whose first and primary ingredient is MEAT.",amazon
2010-08-11 00:00:00,"This is by far the best bean in town.  Before I left the states I was drinking Trader Joe's French Roast which I really enjoyed.  Fogbuster takes it up a notch.  The coffee is strong, rich and has a great depth of flavor.  I highly recommend this to those who enjoy a strong cup of coffee with a good flavor.",amazon
2010-08-21 00:00:00,I haven't had a Werther's candy for a long time so I bought the little box of sugar free - had a couple and then read the ingredients which include Acesulfame-K.  look it up - in my opinion it's poison - worse than aspartame that companies use in diet soft drinks that affects the circulation of the brain.  I see more and more people reading the labels on products in the aisles of the supermarkets.  Read the labels -,amazon
2010-09-11 00:00:00,"Love the taste, but at least half of the crackers in every package were shattered.",amazon
2010-10-18 00:00:00,These cookies are the best animal cookies in the world and hard to find at the store so getting them delivered for free every month is amazing!,amazon
2010-10-24 00:00:00,When they arrived the dogs were smelling the box as they knew what was in there.  When they hear the bag opening they come running and take theirs into the other room.  It is like a stick lollypop for dogs as it keeps them quiet and calm and a great reward.,amazon
2010-12-19 00:00:00,This is an excellent blend for the holiday season.  My son has a problem with certain coffee blends and the low acid in this blend is perfect for him.  I would highly recommend this product.,amazon
2011-01-15 00:00:00,"It's a lovely combination of earl gray/lavender tea, the menthol of the lavender is not overwhelming and the earl gray is the perfect combination, since earl gray denotes hints of bergmont which has citrus undertones. Please do not let the smell when you first open the bag deter you from brewing it. If it's a bit overwhelming in flavor cut it with some black tea. I personally love the lavender and do not want a weak insipid flavor, I wanted the full lavender experience.",amazon
2011-02-01 00:00:00,"I think it's the best mix on the market, and Amazon keeps you in a good supply with fast delivery on the Subscribe and Save Plan.  I'm trying to lose weight, and a half cup is only 120 delicious calories.  Great filling snack I think.  I've tried other snack mixes, and find this to be the best.  I know the have several different flavors, but I find the traditional the best",amazon
2011-06-20 00:00:00,"If you like Cranberry Sauce and eat it regularly then this is a no brainer.<br /><br />Easy to scoop out, stays fresh and just so delicious.<br /><br />We eat mostly chicken and turkey year round so this goes quickly here. A great bargain when on sale at $12 or less.",amazon
2011-08-30 00:00:00,"The whole family loves this product and would purchase it again. We use it on meats,veggies,pasta and eggs.<br />Would highly recommend this product. Mild but spicy.",amazon
2011-09-19 00:00:00,"This stuff is perfect for a cloudy Monday morning when you really don't want to get up. It helps! Tasty stuff, very strong. Yum.",amazon
2011-10-31 00:00:00,"These are potentially addictive, the sort of snack that each member of the household should have their own supply of, because once you walk away, you can't be sure there will be any left in the package if you come back for more later! If I had any negative feedback, it would be that the cookie is slightly dry and separates sometimes from the marshmallow. The marshmallow, though, is sooo light and creamy! Very tasty for a mass-produced sweet!",amazon
2011-12-04 00:00:00,"At first it is not so hot but.... it grows on you.  I added a very tiny amount of honey in warm water to mix, dash of salt too.  like it so much I made up the entire jar like that and kept it ready in refrig .  I put it on apple slices as a pm snack or mid morning break.  Spreads nicely on an apple, unlike real PB.  Love not getting all those calories.",amazon
2011-12-16 00:00:00,"I have been on a gluten-free diet for nearly ten years,and these Glutino Vanilla Creme Dream Cookies are by far the best I have ever tasted!  Try them for yourself and if you like vanilla filled cookies,you won't be disappointed.",amazon
2012-01-01 00:00:00,"Julio's chips are outstanding. They are thinner, crispier and more delicate than most tortilla chips.  However, it's the slightly spicy seasoning that will make you reach over and over for just one more chip.",amazon
2012-01-15 00:00:00,I have five cats so getting all of them to like a food can be difficult. I give them wetfood as a weekly treat and this is the only type they all love and devour! They all love the gravy and two in particular mostly just lick the gravy so this is more food for my buck!,amazon
2012-02-07 00:00:00,"I've been a fan of HnF's egg protein for a while now as whey bloats me and gives me indigestion (that being said, the ONLY whey I've found that doesn't bother my stomach at all is <a href=""http://www.amazon.com/gp/product/B004BOTGTM"">Optimum Nutrition 100% Platinum Hydro Whey Turbo Chocolate 1.75 Protein</a>).<br /><br />The chocolate tastes pretty good with water (although I don't really care about taste), and is actually pretty darn good with rice milk. It also tastes good in smoothies (I use frozen bananas and rice milk).<br /><br />Only downside is you may get gas initially and you're going to smell things that no human should smell. This passes pretty quickly (huhuh) though.<br /><br />Oh and don't buy the vanilla flavored powder because it tastes like soap. I use it in smoothies and it lends a little vanilla flavor but it's still not very good.",amazon
2012-02-29 00:00:00,"PB2 is great.  A serving, 2 T of powder, is 1 point on Weight Watcher's Points Plus system.  Mixed with a tablespoon of water it makes something like peanut butter.  But even better is adding it to soups or smoothies for that peanut taste.",amazon
2012-04-26 00:00:00,"These are delicious! They're a little on the dry side, but the maple flavor is fantastic! They went fast - next time I'll order more than just 6 pieces.",amazon
2012-05-05 00:00:00,"Lipton Yellow Label tea is very concentrated -- you don't have to use a large quantity to get excellent flavor. This makes for a good money value, as you extract maximum taste from small proportions of leaves. This version of Lipton tea reminds me of how Lipton's used to taste -- a good , traditional,  Pekoe flavor. In recent years, I feel Lipton has declined in quality in their bagged tea, but this loose Lipton's is much closer to the ""good old days."" <a href=""http://www.amazon.com/gp/product/B001QTRGAQ"">Lipton Yellow Label Loose Tea, 32-Ounce Boxes (Pack of 2)</a>",amazon
2012-05-24 00:00:00,"AKC TREATS , MADE IN CHINA, Please do research on dog treats from China. For your pets health do some research.",amazon
2012-06-07 00:00:00,"I was disappointed.  I thought being Amish and according to the advertising that it would be exceptional.  But it's just popcorn, no better than others I've purchased.  So, so. I would not buy it again.",amazon
2012-06-09 00:00:00,"4 years ago after a near-fatal bout with pancreatitis, the vet recommended this product.  Our dog is happy, healthy and cannot wait for her daily can!",amazon
2012-06-11 00:00:00,Tastes great with water or milk. You can drink it like hot coffee or iced. I drink it every morning at work.,amazon
2012-06-13 00:00:00,"This is the worst tasting cola I've ever tried. It has a horrible after-taste that is completly unacceptable. I'm now stuck with a very exspensive machine, that I can make carbonated water with, and replacing the carbonator is around $80.00. Bad purchase.",amazon
2012-06-14 00:00:00,"My husband and I have tried many low carb pasta brands, but this brand is by far the best.  We cannot tell the difference in texture or taste from regular high calorie noodles.  We are glad we read the reviews and tried them.  The price is right and we have enough to last us for several months.",amazon
2012-07-21 00:00:00,"These cookies are very similar to garden variety wheat based chocolate chip cookies, they have similar texture and snap, but these are both vegan and gluten free, which matches my requirements.  My celiac disease makes me very sensitive to wheat and these cookies do not trigger any reaction.<br /><br />The cookies are if anything a little more crisp than most, but not at all hard or difficult to chew.  They certainly contain sugar.  I do not eat these everyday because they are so sweet, but I do like them and may very well subscribe to them.<br /><br />If I were rating these only on flavor and texture I'd give them 4 stars, but Lucy annoyed me by creating a bizzarre nutrition panel.  Each package contains 4 cookies.  They state it is 1.3 servings, then go on to say one serving has 130 calories.  So each package seems to contain 169 calories, possibly over some people's limit for a snack.  But let's be honest, these cookies with lots of organic cane sugar have a lot of calories.  Each cookie must weigh in at a bit over 40 calories.<br /><br />For years we have known that 42 is the answer to life, the universe, and everything.  Now we know it is a cookie worth of calories too, tasty calories.  Will buy again.",amazon
2012-07-29 00:00:00,"DOes exactly what it says it will, you might have to adjust how much you take over time. I take 1 tablespoon each day, I do know some people that take 2.",amazon
2012-09-01 00:00:00,"THIS IS A GOOD WAY TO START THE DAY WITH A HOT CEREAL. I ADD FRUIT AND NUTS TO THIS COMBINATION FOR HEALTH REASONS. WITH WINTER BEFORE US , IT IS A COMFORT TO BEGIN THE DAY WITH A WARM BREAKFAST.",amazon
2012-09-07 00:00:00,"My dog loves them, and so does our vet?  Our Yorkie likes to eat unhealthy things, but shys away from healthy ones.  The lone exception are Greenies.",amazon
2012-09-13 00:00:00,"These chocolate chips are the real thing - organic!  It is not something that you can't find easily, but here it is.  Their only drawback is that they don't have quite the sharp chocolate taste that I have been used to, so I rated them four stars instead of five.  Otherwise they would be the best, especially with some of the chocolate out there using GMO ingredients.",amazon
2012-09-24 00:00:00,I've tasted other brands of flax milk but this brand is the best by far...and it is creamy. Other brands are not really creamy and have a slight after taste...a little too nutty I guess. I can't wait to order this through Amazon...I hope the shipping is reasonable.,amazon
